embedding,chunk,article,law
"frozenset({0, 16394, 10763, 10261, 18457, 26654, 16928, 10785, 21028, 12842, 37932, 14381, 28206, 21551, 88116, 22068, 56884, 15935, 10307, 13386, 15440, 82518, 49238, 10329, 10330, 15966, 101, 102, 113, 114, 119, 122, 123, 124, 12412, 73342, 59011, 11396, 25225, 151, 42142, 163, 17059, 21672, 170, 26284, 47790, 15540, 33979, 10428, 20192, 41190, 21737, 10993, 12021, 14080, 11017, 88847, 24852, 12054, 14119, 46897, 39218, 11575, 14667, 18772, 38753, 12138, 44916, 10111, 10112, 12161, 10115, 10128, 13211, 10141, 10149, 43948, 62907, 62918, 11719, 51663, 78799, 19933, 67550, 10206, 10237, 12798})",Krivični zakonik | Nužna odbrana | (1) Nije krivično delo ono delo koje je učinjeno u nužnoj odbrani. (2) Nužna je ona odbrana koja je neophodno potrebna da učinilac od svog dobra ili dobra drugoga odbije istovremen protivpravan napad. (3) Učiniocu koji je prekoračio granice nužne odbrane može se kazna ublažiti. Ako je učinilac prekoračio granice nužne odbrane usled jake razdraženosti ili prepasti izazvane napadom može se i osloboditi od kazne. ,Član 19  ,Krivični zakonik
"frozenset({0, 11266, 80389, 16394, 23060, 10261, 18457, 10275, 21028, 12842, 45611, 37932, 28206, 21551, 67637, 15935, 10305, 78915, 10307, 33866, 13386, 10317, 10839, 10329, 10330, 15966, 10335, 101, 102, 16491, 113, 114, 117, 119, 122, 123, 124, 12412, 10366, 125, 85633, 11396, 25225, 10380, 14477, 83087, 143, 151, 26270, 13473, 163, 17059, 168, 19625, 170, 11435, 21672, 52910, 47790, 10416, 11956, 15540, 10425, 50873, 33979, 14526, 28364, 28365, 41175, 39139, 41190, 22761, 10993, 20213, 93948, 14080, 55553, 36614, 11017, 55567, 38161, 14119, 14633, 36144, 46897, 39218, 11575, 12603, 33090, 18772, 11615, 38753, 36711, 12138, 70002, 44916, 13693, 10112, 12161, 10115, 16780, 10128, 10135, 10136, 13211, 10141, 45470, 12704, 10149, 43948, 10167, 62907, 10687, 12225, 51663, 78799, 13784, 20452, 10237, 12798})","Krivični zakonik | Krajnja nužda | (1) Nije krivično delo ono delo koje je učinjeno u krajnjoj nuždi. (2) Krajnja nužda postoji kad je delo učinjeno radi toga da učinilac otkloni od svog dobra ili dobra drugoga istovremenu neskrivljenu opasnost koja se na drugi način nije mogla otkloniti, a pri tom učinjeno zlo nije veće od zla koje je pretilo. (3) Učiniocu koji je sam izazvao opasnost, ali iz nehata ili je prekoračio granice krajnje nužde, može se kazna ublažiti. Ako je učinilac prekoračio granice krajnje nužde pod naročito olakšavajućim okolnostima može se i osloboditi od kazne. (4) Nema krajnje nužde ako je učinilac bio dužan da se izlaže opasnosti koja je pretila. ",Član 20  ,Krivični zakonik
"frozenset({14080, 12161, 11266, 10112, 73986, 0, 66950, 10375, 11017, 16394, 25225, 10128, 17298, 10643, 10132, 10261, 151, 10136, 11290, 13211, 38811, 11162, 12704, 163, 21028, 10149, 10150, 170, 12842, 43948, 28206, 14642, 18101, 37685, 43191, 10421, 17849, 33979, 12987, 15935, 33090, 13386, 78799, 48208, 18772, 10839, 10329, 10330, 63066, 27869, 33758, 15966, 38753, 101, 10598, 39142, 102, 21737, 12138, 25708, 52077, 20731, 113, 114, 10739, 117, 10102, 119, 82168, 122, 123, 124, 10237, 12798})","Krivični zakonik | Sila i pretnja | (1) Nije krivično delo ono delo koje je učinjeno pod dejstvom neodoljive sile. (2) Ako je krivično delo učinjeno pod dejstvom sile koja nije neodoljiva ili pretnje, uč iniocu se kazna može ublažiti. (3) U slučaju iz stava 1. ovog člana kao izvršilac krivičnog dela smatraće se lice koje je primenilo neodoljivu silu. ",Član 21  ,Krivični zakonik
"frozenset({10112, 12161, 10114, 10115, 0, 11017, 16394, 25225, 19081, 143, 10261, 13589, 151, 18071, 11414, 10141, 12574, 34207, 16541, 10402, 163, 21028, 10149, 17059, 41896, 170, 57772, 41005, 35321, 39218, 67762, 10419, 11575, 50873, 10366, 33979, 21567, 12225, 10434, 15940, 46662, 10310, 33866, 10316, 10317, 30028, 18772, 84823, 10839, 10329, 17626, 10457, 15966, 38753, 20452, 101, 102, 10983, 38119, 12138, 113, 114, 10739, 10354, 117, 14323, 119, 10105, 122, 123, 12798})","Krivični zakonik | Krivica | (1) Krivica postoji ako je učinilac u vreme kada je učinio krivično delo bio uračunljiv i postupao sa umišljajem, a bio je svestan ili je bio dužan i mogao biti svestan da je njegovo delo zabranjeno. (2) Krivično delo je učinjeno sa krivicom i ako je učinilac postupao iz nehata, ukoliko zakon to izričito predviđa. ",Član 22  ,Krivični zakonik
"frozenset({0, 16394, 10763, 24592, 10261, 18457, 19999, 21028, 10281, 37932, 28206, 10295, 15935, 46662, 13386, 25166, 16464, 15440, 10839, 10329, 10330, 15966, 101, 102, 36460, 12908, 113, 114, 117, 119, 122, 123, 124, 11396, 25225, 30871, 13468, 77985, 161, 163, 17059, 170, 29870, 67762, 18101, 10424, 33979, 10428, 10434, 32456, 39142, 82168, 14080, 14596, 46853, 23303, 11017, 12054, 12569, 77601, 39218, 11575, 23874, 53060, 47430, 14667, 22864, 14163, 18772, 84823, 11615, 38753, 12138, 10607, 85363, 11128, 13693, 10111, 10112, 12161, 73604, 27526, 74635, 85388, 10128, 17298, 13211, 38811, 10141, 10149, 57772, 43948, 10159, 19903, 30146, 67013, 20424, 10700, 76239, 78799, 56792, 10206, 23015, 10220, 10739, 24569, 10237, 16383})","Krivični zakonik | Neuračunljivost | (1) Nije krivično delo ono delo koje je učinjeno u stanju neuračunljivosti. (2) Neuračunljiv je onaj učinilac koji nije mogao da shvati značaj svog dela ili nije mogao da upravlja svojim postupcima usl ed duševne bolesti, privremene duševne poremećenosti, zaostalog duševnog razvoja ili druge teže duševne poremećenosti. (3) Učiniocu krivičnog dela čija je sposobnost da shvati značaj svog dela ili sposobnost da upravlja svojim postupcima bila bitno smanjena usled nekog stanja iz stava 2. ovog člana (bitno s manjena uračunljivost) može se ublažiti kazna. ",Član 23  ,Krivični zakonik
"frozenset({0, 11266, 16394, 19999, 10785, 21028, 10281, 37932, 41005, 88116, 15935, 46662, 66122, 10317, 16464, 10837, 10327, 10839, 10329, 10330, 15966, 101, 102, 16491, 36460, 113, 114, 28786, 117, 119, 122, 123, 12928, 11396, 76421, 25225, 10380, 11413, 30871, 155, 13468, 77985, 10402, 17059, 163, 170, 49835, 63660, 10415, 67762, 11956, 18101, 86196, 10425, 33979, 14526, 28365, 11992, 52956, 39142, 12021, 10999, 82168, 14080, 73986, 46853, 23303, 11017, 10514, 18711, 30506, 60215, 45368, 11575, 18772, 84823, 38753, 12138, 10607, 70002, 11128, 10112, 12161, 12674, 73604, 10116, 27526, 85388, 10128, 17298, 10132, 10135, 38811, 10141, 10149, 57772, 43948, 43462, 10700, 76239, 78799, 11218, 23015, 10220, 10739, 59383, 11259, 10237})","Krivični zakonik | Skrivljena neuračunljivost | (1) Krivica učinioca krivičnog dela koji se upotrebom alkohola, droga ili na drugi način doveo u stanje u kojem nije mogao da shvati značaj svog dela ili da upravlja svoji m postupcima utvrđuje se prema vremenu neposredno pre dovođenja u takvo stanje. (2) Učiniocu koji je pod okolnostima iz stava 1. ovog člana učinio krivično delo u stanju bitno smanjene uračunljivosti ne mo že se po tom osnovu ublažiti kazna. ",Član 24  ,Krivični zakonik
"frozenset({0, 12161, 73986, 10114, 11017, 16394, 25225, 10378, 14477, 38420, 10261, 13589, 18071, 151, 10135, 157, 10141, 34207, 21028, 10149, 170, 45611, 37932, 39218, 18101, 33979, 10428, 12225, 15940, 10310, 23624, 13386, 10316, 18772, 10839, 10329, 17626, 10202, 16605, 15966, 10976, 38753, 87651, 101, 102, 12138, 10863, 119, 10105})",Krivični zakonik | Umišljaj | Krivično delo je učinjeno sa umišljajem kad je učinilac bio svestan svog dela i hteo njegovo izvršenje ili kad je učinilac bi o svestan da može učiniti delo pa je na to pristao. ,Član 25  ,Krivični zakonik
"frozenset({10112, 12161, 10114, 14080, 59396, 10116, 36614, 10630, 41735, 11017, 16394, 25225, 10380, 14477, 19081, 11407, 10261, 13589, 151, 26008, 11162, 10141, 0, 22947, 21028, 10149, 23591, 19625, 170, 45611, 11435, 10154, 28206, 11947, 91184, 28848, 39218, 40371, 22191, 57772, 50873, 33979, 14526, 12225, 91585, 88001, 15940, 13386, 10115, 10317, 25166, 84050, 18772, 10839, 17240, 10329, 10457, 22747, 11992, 15966, 38753, 20452, 101, 102, 12138, 11266, 70002, 117, 119, 60280, 10238})","Krivični zakonik | Nehat | Krivično delo je učinjeno iz nehata kad je učinilac bio svestan da svojom radnjom može učiniti delo, ali je olako držao da do toga neće doći ili da će to moći sprečiti ili kad nije bio svestan da svojom radnjom može učiniti delo iako je prema okolnostima pod kojima je ono učinjeno i prema svojim li čnim svojstvima bio dužan i mogao biti svestan te mogućnosti. ",Član 26  ,Krivični zakonik
"frozenset({10112, 15616, 10114, 0, 14596, 10116, 59271, 11017, 16394, 25225, 60556, 14477, 51725, 143, 10128, 10261, 10135, 10136, 151, 47002, 13211, 18071, 12574, 163, 21028, 10149, 34853, 84643, 170, 27053, 67245, 26543, 10237, 10546, 39218, 56753, 18101, 11061, 23731, 10295, 33979, 15935, 10689, 10307, 10310, 55370, 13386, 10316, 10317, 10573, 10839, 84823, 56792, 17626, 75739, 41180, 15966, 38753, 20452, 101, 16996, 41190, 102, 10354, 63986, 117, 119, 82168, 10105, 13693, 12798})","Krivični zakonik | Odgovornost za težu posledicu | Kad je iz krivičnog dela proizašla teža posledica zbog koje zakon za to delo propisuje težu kaznu, ta se kazna može izreći ako je učinilac u odnosu na tu posledicu postupao iz nehata, a i sa umišljajem ako time nisu ostvarena obeležja nekog drugog krivičnog dela. ",Član 27  ,Krivični zakonik
"frozenset({0, 16394, 10250, 10763, 10261, 10777, 21028, 34853, 12842, 28206, 10311, 10317, 15440, 10836, 10839, 10329, 15966, 51808, 101, 102, 86125, 10863, 113, 10354, 114, 117, 119, 122, 123, 124, 25225, 10378, 14477, 143, 11414, 151, 163, 84643, 170, 10415, 31920, 18101, 35000, 50873, 33979, 14526, 10434, 29378, 25814, 16096, 21737, 82168, 14080, 55553, 11017, 11044, 39218, 14645, 30028, 18772, 22365, 37214, 38753, 12138, 70002, 10106, 35710, 10112, 12161, 12674, 10115, 11652, 87946, 10123, 10136, 13211, 10141, 10149, 10150, 10154, 57772, 20402, 12225, 10206, 18404, 20452, 10220, 11251, 14323, 11259, 12798, 17407})","Krivični zakonik | Stvarna zabluda | (1) Nije krivično delo ono delo koje je učinjeno u neotklonjivoj stvarnoj zabludi. (2) Stvarna zabluda je neotklonjiv a ako učinilac nije bio dužan i nije mogao da izbegne zabludu u pogledu neke stvarne okolnosti koja predstavlja obeležje krivičnog dela ili u pogledu neke stvarne okolnosti koja bi, da je zaista postojala, čini la delo dozvoljenim. (3) Ako je učinilac bio u stvarnoj zabludi usled nehata, postojaće krivično delo učinjeno iz nehata kad zakon takvo krivično delo predviđa. ",Član 28  ,Krivični zakonik
"frozenset({14080, 55553, 10112, 10115, 11396, 10114, 0, 11017, 16394, 10250, 25225, 10123, 87946, 10128, 10132, 10261, 151, 10777, 13211, 10141, 17054, 34207, 77985, 42786, 163, 21028, 10149, 17059, 41896, 170, 11435, 57772, 43948, 28206, 10415, 20402, 39218, 18101, 11575, 50873, 33979, 15935, 12225, 70341, 13386, 78799, 18772, 10329, 10330, 10206, 15966, 82168, 38753, 18404, 101, 102, 21737, 12138, 86125, 21485, 113, 10354, 114, 117, 119, 11256, 35321, 122, 123, 124, 10237, 12798})","Krivični zakonik | Pravna zabluda | (1) Nije krivično delo ono delo koje je učinjeno u neotklonjivoj pravnoj zabludi. (2) Pravna zabluda je neotklonj iva ako učinilac nije bio dužan i nije mogao da zna da je njegovo delo zabranjeno. (3) Učiniocu koji nije znao da je delo zabranjeno, ali je to bio dužan i mogao da zna, kazna se može ublažiti. 2. Pokušaj krivičnog dela ",Član 29  ,Krivični zakonik
"frozenset({0, 16394, 51725, 10261, 10785, 21028, 17454, 67637, 62011, 43070, 15935, 10307, 10310, 13386, 55370, 10316, 10317, 12883, 10839, 55897, 10330, 15966, 101, 102, 113, 114, 10354, 117, 119, 122, 123, 10366, 25225, 10378, 14477, 143, 151, 17054, 168, 170, 11435, 20141, 10415, 18101, 33979, 52932, 17626, 10976, 41190, 38119, 15088, 82168, 73986, 14596, 11017, 13584, 24852, 16690, 39218, 60215, 18772, 38753, 12138, 60271, 10105, 10112, 12161, 10116, 15749, 10630, 10128, 13211, 10150, 10159, 78799, 14802, 57304, 10209, 11747, 11236, 16357, 21485, 63986, 10237})","Krivični zakonik | Pokušaj | (1) Ko sa umišl jajem započne izvršenje krivičnog dela, ali ga ne dovrši, kazniće se za pokušaj krivičnog dela za koje se po zakonu može izreći kazna zatvora od pet godina ili teža kazna, a za pokušaj drugog krivičnog dela samo kad zakon izričito propisuje kažnjavanje i z a pokušaj. (2) Učinilac će se za pokušaj kazniti kaznom propisanom za krivično delo, ili ublaženom kaznom",Član 30  ,Krivični zakonik
"frozenset({10112, 12161, 73986, 0, 11396, 76421, 11017, 16394, 25225, 10128, 10261, 10390, 10136, 39577, 10141, 17054, 21028, 10150, 14119, 170, 47790, 10799, 10415, 39218, 94643, 15540, 33979, 10307, 13386, 18772, 10839, 16471, 11992, 10459, 15966, 38753, 101, 39141, 102, 82281, 21485, 43381, 119, 12412, 10237})",Krivični zakonik | Nepodoban pokušaj | Učinilac koji pokuša da izvrši krivično delo nepodobnim sredstvom ili prema nepodobnom predmetu može se osloboditi od kazne. ,Član 31  ,Krivični zakonik
"frozenset({0, 11266, 12291, 10243, 16394, 10251, 88080, 10261, 12831, 21028, 45611, 21551, 10295, 86589, 10307, 79430, 10311, 13386, 10317, 40530, 10836, 10839, 10329, 63066, 15966, 24673, 101, 102, 49776, 113, 114, 10354, 117, 10358, 119, 122, 123, 12412, 124, 125, 11396, 69764, 25225, 10378, 60556, 151, 155, 16541, 17054, 10399, 163, 19625, 170, 11435, 47790, 10415, 28848, 43697, 10419, 15540, 18101, 86196, 33979, 14526, 51916, 10457, 10973, 10976, 39142, 18671, 15088, 34549, 20213, 82168, 14080, 15616, 73986, 11017, 16656, 94995, 12574, 53022, 14119, 36144, 14642, 39218, 37685, 60215, 47430, 10579, 18772, 44373, 17240, 15713, 38753, 71523, 10598, 12138, 68459, 22892, 52077, 40817, 70002, 35710, 10112, 12161, 12674, 10114, 12164, 10629, 15749, 10128, 17298, 10132, 38298, 64411, 38811, 13211, 10141, 44449, 10149, 10150, 40372, 40887, 11200, 91585, 10698, 31183, 35279, 11246, 12271, 14323, 10237, 12798})","Krivični zakonik | Dobrovoljni odustanak | (1) Izvršilac koji je pokušao izvršenje krivičnog dela ali je dobrovoljno odustao od daljeg preduzimanja radnje izvršenja ili je sprečio nastupanje posledice, može se osloboditi od kazne. (2) Odredba stava 1. ovog člana neće se primeniti ukoliko učinilac krivično delo nije dovršio zbog okolnosti koje onemogućavaju ili znatno otežavaju izvršenje krivičnog dela, ili zbog toga što je smatrao da takve okolnosti postoje. (3) Osloboditi se od kazne može i saizvršilac, podstrekač ili pomagač koji je dobrovoljno sprečio izvršenje krivičnog dela. (4) Ako je u slučaju iz st. 1. i 3. učinilac dovršio neko drugo samostalno krivično delo koje nije obuhvaćeno krivičnim delom od čijeg izvršenja je odustao, učinilac se ne može osloboditi od kazne za to drugo delo po isto m osnovu. 3. Saučesništvo u krivičnom delu ",Član 32  ,Krivični zakonik
"frozenset({10112, 12161, 73986, 73091, 10114, 0, 29448, 11017, 16394, 43407, 16656, 10128, 24852, 18071, 10136, 62878, 12831, 10785, 163, 21028, 10150, 170, 26795, 10154, 91184, 20402, 18101, 10295, 17849, 89913, 33979, 11454, 10307, 20675, 10310, 10311, 10698, 10316, 10317, 16464, 15230, 14802, 18772, 70741, 10839, 17240, 73049, 17626, 10329, 57432, 10457, 15966, 57304, 10976, 38753, 20452, 101, 16996, 102, 52077, 67181, 10352, 10354, 63986, 14324, 117, 61301, 119, 82168, 10105, 11259, 10237, 12798})","Krivični zakonik | Saizvršilaštvo | Ako više lica učestvovanjem u radnji izvršenja sa umišljajem ili iz nehata zajednički izvrše krivično delo, ili ostvarujući zajedničku odluku drugom radnjom sa umišljajem bitno doprinesu izvršenju krivičnog dela, svako od njih kazniće se kaznom propisanom za to delo. ",Član 33  ,Krivični zakonik
"frozenset({0, 11266, 73986, 10114, 10375, 11017, 16394, 10378, 143, 10128, 24852, 18071, 10135, 11290, 10141, 17054, 10785, 37155, 21028, 10149, 10150, 170, 10415, 18101, 25913, 33979, 62011, 10434, 10310, 10316, 46029, 10317, 31183, 12241, 14802, 18772, 10839, 57304, 119, 17626, 10459, 80477, 15966, 10976, 38753, 11236, 101, 41190, 102, 10219, 21485, 10607, 60271, 113, 114, 63986, 18036, 117, 10358, 10354, 82168, 10105, 122, 123, 10739, 10237})","Krivični zakonik | Podstrekavanje | (1) Ko drugog sa umišljajem podstrekne da izvrši krivično delo, kazniće se kaznom propisanom za to krivično delo. (2) Ko drugog sa umišljajem podst rekava na izvršenje krivičnog dela čiji pokušaj je po zakonu kažnjiv, a delo ne bude ni pokušano, kazniće se kao za pokušaj krivičnog dela. ",Član 34  ,Krivični zakonik
"frozenset({0, 16394, 10763, 11290, 10785, 21028, 24110, 67637, 10818, 10310, 10316, 14412, 12883, 10836, 76374, 10839, 16471, 15966, 101, 102, 113, 114, 10354, 117, 10358, 119, 122, 123, 10366, 131, 41094, 10375, 25225, 10378, 14995, 10390, 18071, 151, 13473, 10402, 163, 17059, 170, 52910, 10415, 22192, 18101, 33979, 51916, 41175, 17626, 10459, 10976, 20213, 12021, 15093, 82168, 26368, 73986, 11017, 32014, 46351, 24852, 33044, 37685, 11575, 31546, 68416, 10579, 18772, 11615, 38753, 34663, 12138, 57199, 61301, 10105, 10112, 12161, 10114, 79246, 10128, 10132, 10135, 26008, 10141, 12704, 44449, 10149, 10150, 10155, 10163, 94643, 78773, 10698, 10700, 78799, 12241, 14802, 57304, 11234, 11236, 11246, 63986, 10237, 17407})","Krivični zakonik | Pomaganje | (1) Ko drugom sa umišljajem pomogne u izvršenju krivičnog dela, kazniće se kaznom propisanom za to krivično delo, ili ublaženom kaznom. (2) Kao pomaganje u izvršenju krivičnog dela smatra se naročito: davanje saveta ili uputstava kako da se izvrši krivično delo , stavljanje učiniocu na raspolaganje sredstava za izvršenje krivičnog dela, stvaranje us lova ili otklanjanje prepreka za izvršenje krivičnog dela, kao i unapred obećano prikrivanje krivičnog dela, učinioca, sredstava kojima je krivično delo izvršeno, tragova krivičnog dela ili predmeta pribavljenih krivičnim delom. ",Član 35  ,Krivični zakonik
"frozenset({0, 11266, 19463, 16394, 10763, 10253, 10261, 12831, 21028, 34853, 37932, 28206, 10295, 15935, 10307, 10310, 10311, 33866, 13386, 10316, 10317, 15440, 16464, 10324, 10839, 10329, 10330, 15966, 10336, 101, 102, 113, 114, 10354, 18036, 117, 10358, 119, 16500, 122, 123, 124, 12412, 125, 69764, 11396, 10378, 21131, 10380, 143, 61075, 147, 11413, 11414, 151, 18071, 64156, 10397, 156, 158, 10402, 163, 84643, 170, 10415, 22191, 31920, 15540, 18101, 33979, 15547, 14526, 10434, 52932, 11976, 28364, 27354, 10976, 39142, 15088, 82168, 73986, 21764, 11017, 16656, 38167, 13600, 58668, 46897, 10547, 14645, 11575, 17207, 16699, 53575, 68431, 12115, 18772, 44373, 38237, 33631, 38753, 52077, 70002, 51060, 22391, 74109, 35710, 10112, 12161, 10625, 12674, 66952, 14733, 10127, 10128, 10132, 10135, 11162, 13211, 44449, 15267, 10149, 10150, 10154, 43948, 40372, 10698, 31183, 78799, 42450, 13784, 75739, 10208, 20452, 55273, 11259, 10237})","Krivični zakonik | Granice odgovornosti i kaž njivosti saučesnika | (1) Saizvršilac je odgovoran za izvršeno krivično delo u granicama svog umišljaja ili nehata, a podstrekač i pomagač u granicama svog umišljaja. (2) Osnovi koji isključuju krivicu izvršioca (čl. 23, 28. i 29. ovog zakonika) n e isključuju krivično delo saizvršioca, podstrekača, ili pomagača kod kojeg krivica postoji. (3) Lični odnosi, svojstva i okolnosti usled kojih zakon dozvoljava oslobođenje od kazne, ili koje utiču na odmeravanje kazne , mogu se uzeti u obzir samo onom izv ršiocu, saizvršiocu, podstrekaču ili pomagaču kod kojeg takvi odnosi, svojstva i okolnosti postoje. (4) Lični odnosi, svojstva i okolnosti koji predstavljaju bitno obeležje krivičnog dela ne moraju postojati kod podstrekača i li pomagača. Podstrekaču ili p omagaču koji nema takvo lično svojstvo, kazna se može ublažiti. 4",Član 36  ,Krivični zakonik
"frozenset({0, 11266, 10243, 16394, 10251, 10261, 14878, 21028, 35365, 45611, 17454, 28206, 10307, 12883, 10839, 16471, 10329, 10330, 29787, 15966, 101, 102, 10863, 49776, 113, 10354, 114, 18036, 117, 10358, 119, 27254, 122, 123, 124, 126, 25225, 10380, 143, 10390, 151, 157, 17054, 10402, 163, 170, 10415, 17585, 33979, 31426, 52932, 51916, 77006, 33491, 12504, 51423, 39142, 18671, 73986, 11017, 33044, 13600, 11044, 58668, 14642, 16699, 56643, 10579, 18772, 71508, 14163, 38753, 15713, 12138, 52077, 60271, 29551, 57199, 10111, 10112, 12161, 11139, 10630, 10128, 17298, 10132, 10135, 13211, 38811, 44449, 86945, 10149, 91585, 71627, 64972, 31183, 35279, 26088, 21485, 13811, 10237, 12798})","Krivični zakonik | Kažnjavanje podstrekača i pomagača za pokušaj Pokušaj i lakše krivično delo | (1) Ako je krivično delo ostalo u pokušaju podstrekač i pomagač će se kazniti za pokušaj. (2) Ako je izvršilac izvršio lakše krivično delo od onog na koje se podstrekavanje ili pomaganje odnosi, a koje bi bilo njime obuhvaćeno, podstrekač i pomagač će se kazniti za krivično delo koje je učinjeno. (3) Odredba stava 2. ovog člana neće se primeniti ako bi se podstrekač strože kaznio primenom člana 34. stav 2. ovog zakonika. 5. Posebne odredbe o krivičnim delima učinjenim putem štampe ili drugih sredstava javnog informisanja ",Član 37  ,Krivični zakonik
"frozenset({0, 87042, 10243, 16394, 40470, 10777, 89117, 55838, 13853, 10785, 49187, 21028, 10275, 41005, 10295, 77880, 10307, 12883, 10836, 70741, 10839, 15966, 51808, 10337, 78946, 101, 102, 12908, 86125, 113, 114, 80499, 10354, 117, 10358, 119, 14965, 13434, 122, 123, 124, 21118, 131, 132, 76421, 19590, 30854, 25225, 143, 11414, 151, 71320, 156, 70301, 26270, 19615, 16541, 10402, 163, 170, 10415, 10419, 18101, 10421, 35000, 33979, 15547, 14526, 10434, 33491, 10457, 10462, 32479, 10976, 16096, 31461, 39142, 41190, 74991, 82168, 53496, 34048, 55553, 73986, 11017, 22303, 42786, 11044, 14633, 14639, 56623, 37685, 14645, 82742, 14138, 16699, 60731, 56643, 16207, 14163, 17246, 27487, 15713, 12138, 40817, 70002, 61301, 13693, 10112, 12161, 73091, 87946, 10123, 10127, 10128, 17298, 10135, 11159, 10136, 11162, 38811, 13211, 53666, 10149, 10150, 11176, 10154, 13231, 56241, 20402, 36281, 11199, 12225, 67013, 11719, 10698, 10192, 42450, 13784, 75739, 10206, 34271, 19424, 11234, 11747, 10220, 20463, 24562, 10739, 14323, 27638, 13306, 12798})","Krivični zakonik | Odgovornost urednika | (1) Izvršiocem krivičnog dela izvršenog objavljivanjem informacije u novinama, na radiju, televiziji ili drugom javnom glasil u smatra se autor informacije. (2) Izuzetno od odredbe stava 1. ovog člana izvršiocem krivičnog dela učinjenog putem novina, radija, televizije ili drugog javnog glasila smatraće se odgovorni urednik, odnosno lice koje ga je zamenjivalo u vreme objavljivanja informacije: 1) ako je do završetka glavnog pretresa pred prvostepenim sudom autor ostao nepoznat; 2) ako je informacij a objavljena bez saglasnosti autora; 3) ako su u vreme objavljivanja informacije postojale stvarne ili pravne smetnje za gonjenje autora, koje i dalje traju. (3) Isključena je krivica odgovornog urednika, odnosno lica koje ga zamenjuje ukoliko je bio u n eotklonjivoj zabludi u pogledu neke od okolnosti navedenih u stavu 2. tač. 1. do 3. ovog člana. ",Član 38  ,Krivični zakonik
"frozenset({0, 10243, 16394, 10763, 10261, 83990, 24086, 42527, 21028, 10281, 79419, 11330, 10307, 10818, 73292, 10836, 10839, 16471, 10329, 15966, 63071, 10337, 101, 102, 113, 114, 10354, 11379, 117, 118, 119, 14965, 18036, 122, 123, 41603, 131, 76421, 19590, 11396, 132, 67718, 10375, 10378, 14477, 143, 11919, 10390, 151, 27287, 25246, 77985, 10402, 170, 84658, 10421, 33979, 57031, 87240, 28364, 33491, 11482, 10976, 16096, 39142, 81132, 43756, 36088, 73986, 10499, 11017, 79116, 33044, 13600, 42786, 23338, 14642, 82228, 11061, 16699, 60731, 46914, 56643, 25410, 21314, 30028, 10579, 18772, 11094, 39259, 87903, 81760, 38753, 11615, 33631, 57192, 16234, 12138, 52077, 14190, 37741, 11123, 13693, 10112, 12161, 10114, 73091, 10116, 46982, 46474, 10123, 31628, 10128, 17298, 10131, 10132, 10136, 11162, 13211, 34207, 53666, 10149, 10150, 65454, 20402, 40372, 26567, 13268, 12250, 75739, 11234, 16360, 26088, 10220, 11259, 16381, 12798})","Krivični zakonik | Odgovornost izdavača, štampara i proizvođača | (1) Kad postoje uslovi iz člana 38. ovog zakonika izvršiocem se smatraju: 1) izdavač - za krivično delo izvršeno putem nepovremene štampane publikacije, a ako nema izdavača ili postoje stvarne ili pravne smetnje za njegovo gonjenje - štampar koji je za to znao; 2) proizvođač - za krivično delo izvršeno putem kompakt diska, gramofonske ploče, magnetofonske trake i drugih auditivnih sredstava, filma za javno i privatno prikazivanje, dijapozitiva, video -sredstava ili sličnih sredstava namenjenih širem krugu lica. (2) Ako je izdavač, štampar ili proizvođač pravno lice ili državni organ, izvršilac je lice koje odgovara za izdavanje, štampanje ili proizvodnju. Primenjivanje odredaba čl. 38. i 39",Član 39  ,Krivični zakonik
